,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,date_product_first_sold,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,default,owns_car,tenure,address,postcode,state,country,property_valuation
20107,,,3601,,,,,,,,,,,,Fanya,Gethyn,Female,85.0,1975-12-23,Junior Executive,IT,Mass Customer,N,nil,No,18.0,73 Hallows Circle,2558.0,NSW,Australia,7.0
20108,,,3602,,,,,,,,,,,,Alicea,Scamwell,Female,23.0,1988-11-27,Account Coordinator,Health,Mass Customer,N,ã»(ï¿£âï¿£)ã»:*:,No,12.0,1585 Summer Ridge Alley,2548.0,NSW,Australia,6.0
20109,,,3603,,,,,,,,,,,,Cale,Yaneev,Male,90.0,1954-09-27,Sales Representative,Retail,Mass Customer,N,2018-02-01 00:00:00,Yes,14.0,29585 Weeping Birch Avenue,2830.0,NSW,Australia,2.0
20110,,,3604,,,,,,,,,,,,Findlay,Lubman,Male,3.0,1971-04-09,VP Quality Control,Health,High Net Worth,N,â¤ï¸ ð ð ð ð ð ð ð ð ð ð ð ð ð ð,Yes,9.0,4 Macpherson Drive,2560.0,NSW,Australia,8.0
20111,,,3605,,,,,,,,,,,,Andy,Risely,Male,54.0,1994-01-28,Internal Auditor,,Mass Customer,N,TÌÌ­ÌºÌºoÍ Ì·iÌ²Ì¬ÍÌªÍnÌÌÍvÍÌÌÌÌ¦oÌ¶ÌÌ°Ì keÍÍÌ®ÌºÌªÌ¹Ì±Ì¤ ÌtÍÌÍÌ³Ì£Ì»ÌªhÌ¼ÍÌ²Ì¦Ì³ÌÌ²eÍÌ£Ì°Ì¦Ì¬Í Ì¢Ì¼Ì»Ì±ÌhÍÍÍÍÌÌ£Ì²iÌ¦Ì²Ì£Ì°Ì¤vÌ»ÍeÌºÌ­Ì³ÌªÌ°-mÌ¢iÍnÌÌºÌÌ²Ì¯Ì°dÌµÌ¼ÌÍÌ©Ì¼ÌÌ³ ÌÌ¥Ì±Ì³Ì­rÌÌÌeÍpÍ rÌ¼ÌÌ»Ì­ÌeÍÌºÌ Ì£sÌ,No,6.0,75132 Portage Point,4555.0,QLD,Australia,7.0
20112,,,3606,,,,,,,,,,,,Jamima,Wainscot,Female,52.0,1957-02-09,Graphic Designer,,High Net Worth,N,0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ð,No,15.0,90969 Talmadge Place,3199.0,VIC,Australia,7.0
20113,,,3607,,,,,,,,,,,,Troy,Blaydes,Male,99.0,2001-05-22,Clinical Specialist,Health,Mass Customer,N,ì¬íê³¼íì ì´íì°êµ¬ì,No,1.0,88 Ilene Crossing,2049.0,NSW,Australia,11.0
20114,,,3608,,,,,,,,,,,,Conway,Surgen,Male,86.0,1973-05-17,Nurse Practicioner,Argiculture,High Net Worth,N,<script>alert('hi')</script>,No,8.0,154 Heffernan Trail,2038.0,NSW,Australia,10.0
20115,,,3609,,,,,,,,,,,,Chicky,Butterfield,Male,69.0,1997-09-02,Marketing Manager,Manufacturing,Mass Customer,N,0/0,No,4.0,4534 Stone Corner Terrace,2233.0,NSW,Australia,9.0
20116,,,3610,,,,,,,,,,,,Erl,Markel,Male,1.0,1987-03-29,Graphic Designer,Financial Services,High Net Worth,N,â,Yes,16.0,9 Declaration Crossing,3133.0,VIC,Australia,10.0
20117,,,3611,,,,,,,,,,,,Uriah,Chantree,Male,20.0,1970-04-10,Statistician II,,Affluent Customer,N,ËÉnbá´lÉ ÉuÆÉÉ¯ ÇÉ¹olop ÊÇ ÇÉ¹oqÉl Ên Êunpá´pá´Éuá´ É¹odÉ¯ÇÊ poÉ¯sná´Ç op pÇs 'Êá´lÇ Æuá´Ésá´dá´pÉ É¹nÊÇÊÉÇsuoÉ 'ÊÇÉ¯É Êá´s É¹olop É¯nsdá´ É¯ÇÉ¹oË¥,Yes,10.0,2 Homewood Pass,4211.0,QLD,Australia,8.0
20118,,,3612,,,,,,,,,,,,Normand,Matous,Male,27.0,1979-11-27,,IT,High Net Worth,N,ç°ä¸­ããã«ããã¦ä¸ãã,No,15.0,8279 Golf View Center,3127.0,VIC,Australia,12.0
20119,,,3613,,,,,,,,,,,,Fairfax,Pummery,Male,27.0,1972-04-21,Budget/Accounting Analyst II,Health,Mass Customer,N,ÌÌºÍÌ¹Ì¯ÍTÌ±Ì¤ÍÌ¥ÍÍhÍÌ²eÍÍÌ¼ÌÌÌ¼Ì£Í ÍÌÌ±Ì ÍÍÍNÍ ÍeÌÌ±zÌÌÌÌºÍpÌ¤ÌºÌ¹ÍÌ¯ÍeÍÌ Ì»Ì rÌ¨Ì¤ÍÌºÌÍÌÌdÍÌ ÌÌ­Ì¬ÌiÌ¦ÍÌ©ÍÍÌ¤aÌ ÌÌ¬ÍÌnÍÍ Ì»ÌÌ°ÍÍhÌµÍiÌ³ÌvÌ¢ÍeÍÌ­Í-ÒÌ­Ì©Ì¼ÍmÌ¤Ì­Ì«iÍÍÌÌ¦nÌÍdÌ£Ì ÍÌ¯Ì²ÍoÌ¨ÌÌ¯Ì°Ì²,Yes,9.0,65769 Hoard Plaza,3030.0,VIC,Australia,7.0
20120,,,3614,,,,,,,,,,,,Berkie,Gimber,Male,59.0,1961-06-23,Environmental Specialist,Retail,Affluent Customer,N,,Yes,18.0,2 Havey Point,2759.0,NSW,Australia,8.0
20121,,,3615,,,,,,,,,,,,Junia,Napton,Female,63.0,1978-07-09,Safety Technician II,IT,Mass Customer,N,0/0,Yes,8.0,8582 Morrow Pass,4165.0,QLD,Australia,7.0
20122,,,3616,,,,,,,,,,,,Vale,Dagnan,Male,42.0,2001-04-02,Product Engineer,Property,High Net Worth,N,á ,No,2.0,4643 Cambridge Circle,3064.0,VIC,Australia,6.0
20123,,,3617,,,,,,,,,,,,Jessa,Milnthorpe,Female,11.0,1990-05-06,Structural Analysis Engineer,Manufacturing,Mass Customer,N,ÃÃÃÃËÃÃï£¿ÃÃÃâ,Yes,3.0,2 Armistice Parkway,2193.0,NSW,Australia,10.0
20124,,,3618,,,,,,,,,,,,Evyn,Rouby,Male,2.0,1966-04-28,Statistician IV,Retail,Affluent Customer,N,âââ,Yes,19.0,23301 Bluestem Drive,3146.0,VIC,Australia,8.0
20125,,,3619,,,,,,,,,,,,Myranda,Cridland,Female,18.0,1996-02-17,Administrative Assistant IV,,Mass Customer,N,<svg><script>0<1>alert('XSS')</script>,Yes,1.0,6764 Commercial Avenue,2753.0,NSW,Australia,8.0
20126,,,3620,,,,,,,,,,,,Gerry,Ackhurst,Male,21.0,1991-07-30,Computer Systems Analyst II,Retail,Mass Customer,N,é¨è½æ ¼,No,5.0,56747 Monument Avenue,4306.0,QLD,Australia,8.0
20127,,,3621,,,,,,,,,,,,Umeko,Hearfield,Female,13.0,1975-01-16,Developer IV,Health,High Net Worth,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,No,15.0,8 Harper Center,2650.0,NSW,Australia,3.0
20128,,,3622,,,,,,,,,,,,Anetta,Brosenius,Female,84.0,1983-09-02,Compensation Analyst,Financial Services,Mass Customer,N,1,No,2.0,422 Valley Edge Pass,2000.0,NSW,Australia,10.0
20129,,,3623,,,,,,,,,,,,Oren,Barwack,Male,56.0,1984-11-25,Senior Quality Engineer,Manufacturing,Affluent Customer,N,â«testâ«,Yes,15.0,8651 Graceland Way,2830.0,NSW,Australia,1.0
20130,,,3624,,,,,,,,,,,,Lenka,,Female,54.0,1984-10-16,Cost Accountant,Financial Services,Mass Customer,N,-1,Yes,7.0,6 Nobel Way,2322.0,NSW,Australia,4.0
20131,,,3625,,,,,,,,,,,,Cammie,Rubinfeld,Female,24.0,1953-11-30,VP Marketing,Manufacturing,High Net Worth,N,-1,Yes,18.0,3 Burning Wood Pass,2322.0,NSW,Australia,4.0
20132,,,3626,,,,,,,,,,,,Cora,Hince,Female,86.0,1978-09-02,Senior Cost Accountant,Financial Services,Mass Customer,N,testâ testâ«,Yes,12.0,4 Westridge Circle,2763.0,NSW,Australia,8.0
20133,,,3627,,,,,,,,,,,,Loren,Pischof,Male,92.0,1961-08-12,Teacher,Health,High Net Worth,N,,Yes,14.0,9284 Randy Alley,2217.0,NSW,Australia,9.0
20134,,,3628,,,,,,,,,,,,Sharron,Gaynes,Female,47.0,1974-10-17,Financial Advisor,Financial Services,Mass Customer,N,â©testâ©,Yes,14.0,56 Sullivan Crossing,2768.0,NSW,Australia,9.0
20135,,,3629,,,,,,,,,,,,Vale,Starcks,Female,17.0,1976-10-29,Editor,Health,High Net Worth,N,nil,No,22.0,3 Westridge Avenue,2810.0,NSW,Australia,5.0
20136,,,3630,,,,,,,,,,,,Jeni,Heymes,Female,16.0,1978-11-15,Tax Accountant,Property,Affluent Customer,N,",./;'[]\-=",Yes,8.0,3 Florence Drive,2151.0,NSW,Australia,10.0
20137,,,3631,,,,,,,,,,,,Mignonne,Barwood,Female,76.0,1962-07-01,Project Manager,IT,High Net Worth,N,ð¾ ð ð ð ð ð ð ð§,Yes,16.0,897 Forest Dale Terrace,4035.0,QLD,Australia,8.0
20138,,,3632,,,,,,,,,,,,Elena,Sandys,Female,82.0,1990-03-27,Teacher,,Mass Customer,N,Ù¡Ù¢Ù£,No,9.0,91215 Doe Crossing Avenue,3805.0,VIC,Australia,7.0
20139,,,3633,,,,,,,,,,,,Donavon,Ainsby,Male,32.0,1983-04-18,Biostatistician III,Health,Mass Customer,N,,No,5.0,38834 Green Center,2132.0,NSW,Australia,11.0
20140,,,3634,,,,,,,,,,,,Clemence,Kornas,Female,35.0,1963-06-01,Speech Pathologist,,High Net Worth,N,ËÉnbá´lÉ ÉuÆÉÉ¯ ÇÉ¹olop ÊÇ ÇÉ¹oqÉl Ên Êunpá´pá´Éuá´ É¹odÉ¯ÇÊ poÉ¯sná´Ç op pÇs 'Êá´lÇ Æuá´Ésá´dá´pÉ É¹nÊÇÊÉÇsuoÉ 'ÊÇÉ¯É Êá´s É¹olop É¯nsdá´ É¯ÇÉ¹oË¥,Yes,15.0,678 Monterey Center,2759.0,NSW,Australia,8.0
20141,,,3635,,,,,,,,,,,,Elset,,Female,51.0,1977-07-06,VP Marketing,Retail,High Net Worth,N,ï¾ï½¥â¿ã¾â²(ï½¡ââ¿âï½¡)â±â¿ï½¥ï¾,No,9.0,1 Park Meadow Drive,2145.0,NSW,Australia,9.0
20142,,,3636,,,,,,,,,,,,Trudi,Bickerstasse,Female,42.0,1970-06-24,Director of Sales,Financial Services,Mass Customer,N,Ì¦HÍÌ¬Ì¤ÌÌ¤eÍ ÍÌÌ¥ÌÌ»ÍÌwÌhÌÌ¯ÍoÌÍÌÍÌ±Ì® ÒÌºÌÌÌÍWÌ·Ì¼Ì­aÌºÌªÍiÌ¨ÍÍÌ­ÍÌ¯ÌtÌ¶Ì¼Ì®sÌÌÍÍ Ì Ì«Ì BÌ»ÍÍÍÍÌ³eÌµhÌµÌ¬ÍÌ«ÍiÌÌ¹ÍÌ³Ì³Ì®ÍÌ«nÍdÌ´ÌªÌÌ ÍÌ°ÍÌ©ÍÍÍÌ²TÍ¢ÍÌ¼ÍÌªhÍÍÌ®Ì»eÌ¬ÌÍÌ Ì¤Ì¹ÌWÍÍÍÌÌÍÍaÍÍÍÌ¹Ì¼,Yes,18.0,58 Hoepker Center,4343.0,QLD,Australia,2.0
20143,,,3637,,,,,,,,,,,,Luigi,Edgeworth,Male,84.0,1958-01-01,,Manufacturing,Affluent Customer,N,åè£½æ¼¢èª,Yes,11.0,6415 4th Alley,2766.0,NSW,Australia,8.0
20144,,,3638,,,,,,,,,,,,Fifi,Dorrins,Female,73.0,1996-05-04,Associate Professor,Manufacturing,Mass Customer,N,â¡,No,6.0,5558 Northport Point,2087.0,NSW,Australia,11.0
20145,,,3639,,,,,,,,,,,,Megan,Perrygo,Female,49.0,1974-01-11,Food Chemist,Health,High Net Worth,N,-0.5,No,15.0,71 Manley Way,2036.0,NSW,Australia,7.0
20146,,,3640,,,,,,,,,,,,Merralee,Forman,Female,64.0,1985-04-28,Staff Scientist,,Mass Customer,N,0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ð,No,10.0,6201 Schiller Drive,2502.0,NSW,Australia,6.0
20147,,,3641,,,,,,,,,,,,Wolfie,Hoyes,Male,78.0,1975-10-02,Civil Engineer,Manufacturing,Affluent Customer,N,á,No,12.0,5339 Paget Plaza,2190.0,NSW,Australia,10.0
20148,,,3642,,,,,,,,,,,,Ardith,Portigall,Female,39.0,1962-05-21,,,Affluent Customer,N,Ì¦HÍÌ¬Ì¤ÌÌ¤eÍ ÍÌÌ¥ÌÌ»ÍÌwÌhÌÌ¯ÍoÌÍÌÍÌ±Ì® ÒÌºÌÌÌÍWÌ·Ì¼Ì­aÌºÌªÍiÌ¨ÍÍÌ­ÍÌ¯ÌtÌ¶Ì¼Ì®sÌÌÍÍ Ì Ì«Ì BÌ»ÍÍÍÍÌ³eÌµhÌµÌ¬ÍÌ«ÍiÌÌ¹ÍÌ³Ì³Ì®ÍÌ«nÍdÌ´ÌªÌÌ ÍÌ°ÍÌ©ÍÍÍÌ²TÍ¢ÍÌ¼ÍÌªhÍÍÌ®Ì»eÌ¬ÌÍÌ Ì¤Ì¹ÌWÍÍÍÌÌÍÍaÍÍÍÌ¹Ì¼,Yes,8.0,26138 Katie Point,2800.0,NSW,Australia,4.0
20149,,,3643,,,,,,,,,,,,Bettye,Dumberrill,Female,62.0,1971-02-08,Technical Writer,,Mass Customer,N,-0.5,No,15.0,686 Scoville Drive,3012.0,VIC,Australia,5.0
20150,,,3644,,,,,,,,,,,,Peder,Frotton,Male,13.0,1968-01-18,Physical Therapy Assistant,Financial Services,High Net Worth,N,-0.5,Yes,17.0,41 Bay Pass,2018.0,NSW,Australia,10.0
20151,,,3645,,,,,,,,,,,,Cozmo,Rylstone,Male,47.0,1961-07-04,Structural Analysis Engineer,Manufacturing,High Net Worth,N,/dev/null; touch /tmp/blns.fail ; echo,No,14.0,155 Sunfield Way,3212.0,VIC,Australia,2.0
20152,,,3646,,,,,,,,,,,,Allene,Pauly,Female,0.0,1981-10-22,Social Worker,Health,Mass Customer,N,"×Ö¼Ö°×¨Öµ××©×Ö´××ª, ×Ö¼Ö¸×¨Ö¸× ×Ö±×Ö¹×Ö´××, ×Öµ×ª ×Ö·×©Ö¼×Ö¸×Ö·×Ö´×, ×Ö°×Öµ×ª ×Ö¸×Ö¸×¨Ö¶×¥",No,4.0,2809 Anderson Lane,3350.0,VIC,Australia,3.0
20153,,,3647,,,,,,,,,,,,Carlyle,Frape,Male,62.0,1971-11-07,Marketing Manager,,Affluent Customer,N,../../../../../../../../../../../etc/passwd%00,No,4.0,4 Barby Point,4216.0,QLD,Australia,8.0
20154,,,3648,,,,,,,,,,,,Tracie,Bartolomeoni,Female,82.0,1954-02-21,Paralegal,Financial Services,Mass Customer,N,1,No,5.0,73 Eagan Hill,3040.0,VIC,Australia,10.0
20155,,,3649,,,,,,,,,,,,Jayne,Gawthrope,Female,66.0,1977-07-12,Office Assistant II,Property,Mass Customer,N,1000000000000000049861653971908893017010268485438462151574892930611988399099305815384459015356416,Yes,12.0,11 Ryan Hill,2229.0,NSW,Australia,9.0
20156,,,3650,,,,,,,,,,,,Darrelle,Rosas,Female,85.0,1999-10-21,Office Assistant I,IT,Mass Customer,N,../../../../../../../../../../../etc/hosts,Yes,2.0,6 Eliot Parkway,2045.0,NSW,Australia,12.0
20157,,,3651,,,,,,,,,,,,Baxie,,Male,91.0,1999-11-15,Human Resources Assistant I,Manufacturing,Mass Customer,N,nil,No,2.0,4962 Wayridge Road,2220.0,NSW,Australia,12.0
20158,,,3652,,,,,,,,,,,,Aldrich,Camble,Male,20.0,1955-02-06,Nurse,Health,High Net Worth,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,Yes,17.0,9 Jenifer Avenue,2480.0,NSW,Australia,4.0
20159,,,3653,,,,,,,,,,,,Devlen,Perrett,Male,7.0,1991-01-04,Environmental Specialist,,Mass Customer,N,!@#$%^&*(),Yes,8.0,7 Macpherson Way,4064.0,QLD,Australia,9.0
20160,,,3654,,,,,,,,,,,,Kenyon,Paddefield,U,78.0,,Electrical Engineer,Manufacturing,Mass Customer,N,,No,0.0,5437 Oak Alley,2024.0,NSW,Australia,10.0
20161,,,3655,,,,,,,,,,,,Waldemar,Mostin,Male,82.0,1974-06-01,,,Mass Customer,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,Yes,19.0,13854 Artisan Avenue,4508.0,QLD,Australia,3.0
20162,,,3656,,,,,,,,,,,,Talia,Sidnell,Female,14.0,1976-12-24,,Property,Mass Customer,N,!@#$%^&*(),Yes,3.0,7415 Schlimgen Drive,2064.0,NSW,Australia,9.0
20163,,,3657,,,,,,,,,,,,Wyatan,Rogeon,Male,95.0,1961-07-24,,,High Net Worth,N,ð¾ ð ð ð ð ð ð ð,No,8.0,249 Merchant Terrace,4211.0,QLD,Australia,7.0
20164,,,3658,,,,,,,,,,,,Bo,Vell,Male,15.0,1962-10-20,,Entertainment,Mass Customer,N,,Yes,9.0,379 Scofield Pass,3101.0,VIC,Australia,8.0
20165,,,3659,,,,,,,,,,,,Farra,Catto,Female,76.0,1976-12-23,VP Sales,Financial Services,High Net Worth,N,â°â´âµ,No,10.0,6 Michigan Lane,4076.0,QLD,Australia,3.0
20166,,,3660,,,,,,,,,,,,Gradeigh,Hothersall,Male,99.0,1981-03-14,Administrative Assistant IV,Financial Services,Mass Customer,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,No,7.0,31 Packers Pass,2205.0,NSW,Australia,10.0
20167,,,3661,,,,,,,,,,,,Tadeas,Shitliff,Male,34.0,1965-12-18,Research Associate,Manufacturing,Mass Customer,N,NIL,Yes,7.0,772 Superior Street,2759.0,NSW,Australia,8.0
20168,,,3662,,,,,,,,,,,,Pippo,Cator,Male,79.0,1977-12-30,Community Outreach Specialist,Retail,Mass Customer,N,â¢,No,15.0,15093 Hallows Pass,3930.0,VIC,Australia,9.0
20169,,,3663,,,,,,,,,,,,Hermy,Casement,Male,62.0,1998-02-10,Information Systems Manager,,Affluent Customer,N,1/0,No,1.0,954 Reinke Park,3101.0,VIC,Australia,12.0
20170,,,3664,,,,,,,,,,,,Faina,Czaja,Female,5.0,1990-02-23,Software Test Engineer I,Manufacturing,Mass Customer,N,Î©âÃ§ââ«ËÂµâ¤â¥Ã·,Yes,7.0,11879 Surrey Court,2768.0,NSW,Australia,9.0
20171,,,3665,,,,,,,,,,,,Toma,Klaaasen,Female,19.0,1989-03-23,Dental Hygienist,Health,Mass Customer,N,"'""''''""",No,6.0,7730 Oakridge Trail,3380.0,VIC,Australia,1.0
20172,,,3666,,,,,,,,,,,,Mathew,Marousek,Male,56.0,1957-03-27,Statistician II,Health,High Net Worth,N,â¢,No,10.0,91051 Cordelia Circle,3030.0,VIC,Australia,7.0
20173,,,3667,,,,,,,,,,,,Nettie,Goghin,Female,3.0,1983-02-06,Graphic Designer,Retail,Mass Customer,N,-100,Yes,8.0,32 Larry Way,3073.0,VIC,Australia,10.0
20174,,,3668,,,,,,,,,,,,Katlin,Ragsdale,Female,79.0,1955-02-09,Desktop Support Technician,Property,Mass Customer,N,â¢,Yes,6.0,3173 Park Meadow Park,2261.0,NSW,Australia,5.0
20175,,,3669,,,,,,,,,,,,Maynard,Isaq,Male,11.0,1977-06-18,Design Engineer,Manufacturing,Affluent Customer,N,Ì¡ÍÍÌIÍÌÌÌ¦nÍÍÍvÌ®Ì«okÌ²Ì«ÌÍiÌÍÌ­Ì¹Ì ÌnÌ¡Ì»Ì®Ì£ÌºgÌ²ÍÍÌ­ÍÌ¬Í Ì°tÍÌ¦hÌÌ²eÌ¢Ì¤ ÍÌ¬Ì²ÍfÌ´ÌÍÌ£eÍÍeÌ£Ì¥Ì©lÍÍÍiÍ ÍÍÌ¦nÍÍÌÍÌ³Ì®gÍ Ì¨oÍ¡ÍÌªfÌÌ£Ì¬ ÌÌÍÌÍÌ®cÒÍÌ«ÍÍÍÍÍhÌµÌ¤Ì£ÍÍaÍÌÌ¼ÍÍoÌ¼Ì£Ì¥sÍ¢Ì±ÍÌºÌÌ¦Ì».ÌÌ,No,18.0,427 Talmadge Terrace,2486.0,NSW,Australia,8.0
20176,,,3670,,,,,,,,,,,,Leupold,Bernardini,Male,62.0,1977-03-20,,Financial Services,Affluent Customer,N,â©testâ©,Yes,17.0,587 Rieder Court,4211.0,QLD,Australia,8.0
20177,,,3671,,,,,,,,,,,,Crystie,Deshorts,Female,98.0,1992-01-05,Programmer Analyst III,,Affluent Customer,N,nil,No,7.0,34775 Melrose Road,2152.0,NSW,Australia,10.0
20178,,,3672,,,,,,,,,,,,Werner,Yglesias,Male,32.0,1987-05-25,,IT,Mass Customer,N,../../../../../../../../../../../etc/passwd%00,Yes,13.0,61 Kennedy Park,2745.0,NSW,Australia,10.0
20179,,,3673,,,,,,,,,,,,Tobin,Fucher,Male,72.0,1979-09-28,,Manufacturing,Mass Customer,N,-0.5,Yes,11.0,1 Upham Crossing,3041.0,VIC,Australia,3.0
20180,,,3674,,,,,,,,,,,,Rodger,Gores,Male,59.0,1998-12-24,Tax Accountant,Property,Mass Customer,N,"Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ­Ø¯ÙØ¯Ø, Ø¬Ø²ÙØ±ØªÙ Ø¨Ø§Ø³ØªØ®Ø¯Ø§Ù Ø£Ù Ø¯ÙÙ. Ø¥Ø° ÙÙØ§Ø Ø§ÙØ³ØªØ§Ø± ÙØªÙØµÙØ¨ ÙØ§Ù. Ø£ÙÙÙ Ø§ÙØ·Ø§ÙÙØ§Ø Ø¨Ø±ÙØ·Ø§ÙÙØ§-ÙØ±ÙØ³Ø§ ÙØ¯ Ø£Ø®Ø°. Ø³ÙÙÙØ§ÙØ Ø¥ØªÙØ§ÙÙØ© Ø¨ÙÙ ÙØ§, ÙØ°ÙØ± Ø",No,3.0,106 Donald Way,3216.0,VIC,Australia,4.0
20181,,,3675,,,,,,,,,,,,Samuele,Heller,Male,88.0,1999-12-17,Analog Circuit Design manager,Property,Affluent Customer,N,á ,Yes,1.0,3397 Ronald Regan Plaza,4511.0,QLD,Australia,5.0
20182,,,3676,,,,,,,,,,,,Derk,Willingale,Male,27.0,1965-12-15,Health Coach I,Health,Affluent Customer,N,ã,No,11.0,2615 Declaration Court,2031.0,NSW,Australia,12.0
20183,,,3677,,,,,,,,,,,,Bartel,Fonteyne,Male,3.0,1986-07-11,Senior Financial Analyst,Financial Services,Mass Customer,N,â«testâ«,Yes,20.0,900 Straubel Hill,2176.0,NSW,Australia,10.0
20184,,,3678,,,,,,,,,,,,Tonya,Worthington,Female,52.0,1969-08-06,Engineer IV,Manufacturing,Mass Customer,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,No,19.0,4314 Ridgeview Court,2176.0,NSW,Australia,9.0
20185,,,3679,,,,,,,,,,,,Murielle,Klimkov,Female,72.0,1992-05-05,Developer II,,High Net Worth,N,-1,No,6.0,6001 Calypso Park,2320.0,NSW,Australia,5.0
20186,,,3680,,,,,,,,,,,,Sawyere,Onele,Male,17.0,1983-08-11,Accountant I,Retail,High Net Worth,N,0,No,3.0,31 Declaration Drive,4500.0,QLD,Australia,5.0
20187,,,3681,,,,,,,,,,,,Doll,Benedicto,Female,90.0,1962-02-06,Community Outreach Specialist,Property,Mass Customer,N,â£,Yes,20.0,8 Grover Parkway,2089.0,NSW,Australia,10.0
20188,,,3682,,,,,,,,,,,,Dukie,Asson,Male,94.0,1978-06-15,GIS Technical Architect,Financial Services,Mass Customer,N,ÌÌºÍÌ¹Ì¯ÍTÌ±Ì¤ÍÌ¥ÍÍhÍÌ²eÍÍÌ¼ÌÌÌ¼Ì£Í ÍÌÌ±Ì ÍÍÍNÍ ÍeÌÌ±zÌÌÌÌºÍpÌ¤ÌºÌ¹ÍÌ¯ÍeÍÌ Ì»Ì rÌ¨Ì¤ÍÌºÌÍÌÌdÍÌ ÌÌ­Ì¬ÌiÌ¦ÍÌ©ÍÍÌ¤aÌ ÌÌ¬ÍÌnÍÍ Ì»ÌÌ°ÍÍhÌµÍiÌ³ÌvÌ¢ÍeÍÌ­Í-ÒÌ­Ì©Ì¼ÍmÌ¤Ì­Ì«iÍÍÌÌ¦nÌÍdÌ£Ì ÍÌ¯Ì²ÍoÌ¨ÌÌ¯Ì°Ì²,Yes,11.0,7 Killdeer Junction,4306.0,QLD,Australia,3.0
20189,,,3683,,,,,,,,,,,,Lorain,Maliphant,Female,67.0,1957-03-30,Chief Design Engineer,,Mass Customer,N,ð,Yes,11.0,30122 Union Plaza,2066.0,NSW,Australia,9.0
20190,,,3684,,,,,,,,,,,,Jeffie,Mortell,Male,13.0,1974-04-25,Food Chemist,Health,High Net Worth,N,Ì¡ÍÍÌIÍÌÌÌ¦nÍÍÍvÌ®Ì«okÌ²Ì«ÌÍiÌÍÌ­Ì¹Ì ÌnÌ¡Ì»Ì®Ì£ÌºgÌ²ÍÍÌ­ÍÌ¬Í Ì°tÍÌ¦hÌÌ²eÌ¢Ì¤ ÍÌ¬Ì²ÍfÌ´ÌÍÌ£eÍÍeÌ£Ì¥Ì©lÍÍÍiÍ ÍÍÌ¦nÍÍÌÍÌ³Ì®gÍ Ì¨oÍ¡ÍÌªfÌÌ£Ì¬ ÌÌÍÌÍÌ®cÒÍÌ«ÍÍÍÍÍhÌµÌ¤Ì£ÍÍaÍÌÌ¼ÍÍoÌ¼Ì£Ì¥sÍ¢Ì±ÍÌºÌÌ¦Ì».ÌÌ,Yes,4.0,81 Carpenter Terrace,3321.0,VIC,Australia,3.0
20191,,,3685,,,,,,,,,,,,Solomon,Ruffles,Male,86.0,1989-06-12,Human Resources Manager,Financial Services,Affluent Customer,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,Yes,16.0,46 Hollow Ridge Way,2011.0,NSW,Australia,11.0
20192,,,3686,,,,,,,,,,,,Shirley,Siss,Female,20.0,1976-08-06,,Financial Services,High Net Worth,N,ï½ï½¨(Â´âï½â©,Yes,15.0,6468 West Park,3161.0,VIC,Australia,6.0
20193,,,3687,,,,,,,,,,,,Jessie,Wards,Male,84.0,1971-10-14,Software Engineer III,Manufacturing,Mass Customer,N,../../../../../../../../../../../etc/hosts,Yes,14.0,2 Barby Court,2133.0,NSW,Australia,8.0
20194,,,3688,,,,,,,,,,,,Fritz,Le Merchant,Male,87.0,1994-04-27,General Manager,IT,Affluent Customer,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,Yes,5.0,4 Rockefeller Plaza,3196.0,VIC,Australia,5.0
20195,,,3689,,,,,,,,,,,,Orel,Joncic,Female,26.0,1967-09-25,,Health,Mass Customer,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,Yes,7.0,00732 David Lane,3350.0,VIC,Australia,6.0
20196,,,3690,,,,,,,,,,,,Sheela,Nutton,Female,86.0,1957-05-11,Chemical Engineer,Manufacturing,Mass Customer,N,"'""''''""",No,17.0,4 Hagan Hill,2197.0,NSW,Australia,9.0
